id,name,variety,u,v,anchor
105,Pot Statue,Left,1368,,
105,Sunflower Statue,Left,1404,,
105,King Statue,Left,1440,,
105,Queen Statue,Left,1476,,
105,Piranha Statue,Left,1512,,
105,Lihzahrd Statue,Left,1548,,
105,Lihzahrd Watcher Statue,Left,1584,,
105,Lihzahrd Guardian Statue,Left,1620,,
105,Blue Dungeon Vase,Left,1656,,
105,Green Dungeon Vase,Left,1692,,
105,Pink Dungeon Vase,Left,1728,,
105,Obsidian Vase,Left,1764,,
105,Shark Statue,Left,1800,,
105,Squirrel Statue,Left,1836,,
105,Butterfly Statue,Left,1872,,
105,Worm Statue,Left,1908,,
105,Firefly Statue,Left,1944,,
105,Scorpion Statue,Left,,54,
105,Snail Statue,Left,36,54,
105,Grasshopper Statue,Left,72,54,
105,Mouse Statue,Left,108,54,
105,Duck Statue,Left,144,54,
105,Penguin Statue,Left,180,54,
105,Frog Statue,Left,216,54,
105,Buggy Statue,Left,252,54,
105,Wall Creeper Statue,Left,288,54,
105,Unicorn Statue,Left,324,54,
105,Drippler Statue,Left,360,54,
105,Wraith Statue,Left,396,54,
105,Bone Skeleton Statue,Left,432,54,
105,Undead Viking Statue,Left,468,54,
105,Medusa Statue,Left,504,54,
105,Harpy Statue,Left,540,54,
105,Pigron Statue,Left,576,54,
105,Hoplite Statue,Left,612,54,
105,Granite Golem Statue,Left,648,54,
105,Armed Zombie Statue,Left,684,54,
105,Blood Zombie Statue,Left,720,54,
105,Owl Statue,Left,756,54,
105,Seagull Statue,Left,792,54,
105,Dragonfly Statue,Left,828,54,
105,Turtle Statue,Left,864,54,
105,Macaw Statue,Left,900,54,
105,Toucan Statue,Left,936,54,
105,Cockatiel Statue,Left,972,54,
105,Armor Statue,Right,,162,
105,Angel Statue,Right,36,162,
105,Star Statue,Right,72,162,
105,Sword Statue,Right,108,162,
105,Slime Statue,Right,144,162,
105,Goblin Statue,Right,180,162,
105,Shield Statue,Right,216,162,
105,Bat Statue,Right,252,162,
105,Fish Statue,Right,288,162,
105,Bunny Statue,Right,324,162,
105,Skeleton Statue,Right,360,162,
105,Reaper Statue,Right,396,162,
105,Woman Statue,Right,432,162,
105,Imp Statue,Right,468,162,
105,Gargoyle Statue,Right,504,162,
105,Gloom Statue,Right,540,162,
105,Hornet Statue,Right,576,162,
105,Bomb Statue,Right,612,162,
105,Crab Statue,Right,648,162,
105,Hammer Statue,Right,684,162,
105,Potion Statue,Right,720,162,
105,Spear Statue,Right,756,162,
105,Cross Statue,Right,792,162,
105,Jellyfish Statue,Right,828,162,
105,Bow Statue,Right,864,162,
105,Boomerang Statue,Right,900,162,
105,Boot Statue,Right,936,162,
105,Chest Statue,Right,972,162,
105,Bird Statue,Right,1008,162,
105,Axe Statue,Right,1044,162,
105,Corrupt Statue,Right,1080,162,
105,Tree Statue,Right,1116,162,
105,Anvil Statue,Right,1152,162,
105,Pickaxe Statue,Right,1188,162,
105,Mushroom Statue,Right,1224,162,
105,Eyeball Statue,Right,1260,162,
105,Pillar Statue,Right,1296,162,
105,Heart Statue,Right,1332,162,
105,Pot Statue,Right,1368,162,
105,Sunflower Statue,Right,1404,162,
105,King Statue,Right,1440,162,
105,Queen Statue,Right,1476,162,
105,Piranha Statue,Right,1512,162,
105,Lihzahrd Statue,Right,1548,162,
105,Lihzahrd Watcher Statue,Right,1584,162,
105,Lihzahrd Guardian Statue,Right,1620,162,
105,Blue Dungeon Vase,Right,1656,162,
105,Green Dungeon Vase,Right,1692,162,
105,Pink Dungeon Vase,Right,1728,162,
105,Obsidian Vase,Right,1764,162,
105,Shark Statue,Right,1800,162,
105,Squirrel Statue,Right,1836,162,
105,Butterfly Statue,Right,1872,162,
105,Worm Statue,Right,1908,162,
105,Firefly Statue,Right,1944,162,
105,Scorpion Statue,Right,,216,
105,Snail Statue,Right,36,216,
105,Grasshopper Statue,Right,72,216,
105,Mouse Statue,Right,108,216,
105,Duck Statue,Right,144,216,
105,Penguin Statue,Right,180,216,
105,Frog Statue,Right,216,216,
105,Buggy Statue,Right,252,216,
105,Wall Creeper Statue,Right,288,216,
105,Unicorn Statue,Right,324,216,
105,Drippler Statue,Right,360,216,
105,Wraith Statue,Right,396,216,
105,Bone Skeleton Statue,Right,432,216,
105,Undead Viking Statue,Right,468,216,
105,Medusa Statue,Right,504,216,
105,Harpy Statue,Right,540,216,
105,Pigron Statue,Right,576,216,
105,Hoplite Statue,Right,612,216,
105,Granite Golem Statue,Right,648,216,
105,Armed Zombie Statue,Right,684,216,
105,Blood Zombie Statue,Right,720,216,
105,Owl Statue,Right,756,216,
105,Seagull Statue,Right,792,216,
105,Dragonfly Statue,Right,828,216,
105,Turtle Statue,Right,864,216,
105,Macaw Statue,Right,900,216,
105,Toucan Statue,Right,936,216,
105,Cockatiel Statue,Right,972,216,
110,Grass,Single Blade,,,Right
110,Grass,Double Blade,18,,Right
110,Grass,Single Blade,36,,Bottom
110,Grass,Three Small,54,,Right
110,Grass,Gold Flower,72,,Left
110,Grass,Three Medium,90,,Left
110,Flowers,Purple, Immature,108,,Left
110,Flowers,Pink, Immature,126,,Right
110,Mushroom,,144,,Bottom
110,Small Y,,162,,Bottom
113,Grass,G,,,Bottom
113,Grass,C,18,,Bottom
113,Grass,?,36,,Bottom
113,Grass,u,54,,Bottom
113,Grass,w,72,,Bottom
113,Grass,W,90,,Bottom
113,Rose,A,108,,Bottom
113,Rose,B,126,,Bottom
126,,On,,,
126,,Off,36,,
128,,,,,Left
128,,,36,,Right
129,,Large Blue,,,Bottom
129,,Large Blue,,18,Top
129,,Large Blue,,36,Right
129,,Large Blue,,54,Left
129,,Medium Blue,108,,Bottom
129,,Medium Blue,108,18,Top
129,,Medium Blue,108,36,Right
129,,Medium Blue,108,54,Left
129,,Small Blue,54,,Bottom
129,,Small Blue,54,18,Top
129,,Small Blue,54,36,Right
129,,Small Blue,54,54,Left
129,,Large Pink,18,,Bottom
129,,Large Pink,18,18,Top
129,,Large Pink,18,36,Right
129,,Large Pink,18,54,Left
129,,Medium Pink,126,,Bottom
129,,Medium Pink,126,18,Top
129,,Medium Pink,126,36,Right
129,,Medium Pink,126,54,Left
129,,Small Pink,72,,Bottom
129,,Small Pink,72,18,Top
129,,Small Pink,72,36,Right
129,,Small Pink,72,54,Left
129,,Large Purple,36,,Bottom
129,,Large Purple,36,18,Top
129,,Large Purple,36,36,Right
129,,Large Purple,36,54,Left
129,,Medium Purple,144,,Bottom
129,,Medium Purple,144,18,Top
129,,Medium Purple,144,36,Right
129,,Medium Purple,144,54,Left
129,,Small Purple,90,,Bottom
129,,Small Purple,90,18,Top
129,,Small Purple,90,36,Right
129,,Small Purple,90,54,Left
132,,Right,,,Left
132,,Left,36,,Right
132,,Up,72,,Center
132,,Down,108,,Center
133,Adamantite Forge,,,,
133,Titanium Forge,,54,,
134,Mythril Anvil,,,,
134,Orichalcum Anvil,,36,,
135,,Red,,,
135,,Green,,18,
135,,Gray,,36,
135,,Brown,,54,
135,,Blue,,72,
135,,Yellow,,90,
135,,Lihzahrd,,108,
136,Switch,Setting One,,,Bottom
136,Switch,Setting One,18,18,Left
136,Switch,Setting One,36,,Right
136,Switch,Setting One,54,,Center
136,Switch,Setting Two,,18,Bottom
136,Switch,Setting Two,18,,Left
136,Switch,Setting Two,36,18,Right
136,Switch,Setting Two,54,18,Center
137,Dart Trap,,,,Left
137,Dart Trap,Right,18,,
137,Super Dart Trap,,,18,Left
137,Super Dart Trap,Right,18,18,
137,Flame  Trap,,,36,Left
137,Flame  Trap,Right,18,36,
137,Spiky Ball Trap,,,54,Top
137,Spear Trap,,,72,Top
139,Music Box (Overworld Day),Off,,,
139,Music Box (Overworld Day),On,36,,
139,Music Box (Eerie),Off,,36,
139,Music Box (Eerie),On,36,36,
139,Music Box (Night),Off,,72,
139,Music Box (Night),On,36,72,
139,Music Box (Title),Off,,108,
139,Music Box (Title),On,36,108,
139,Music Box (Underground),Off,,144,
139,Music Box (Underground),On,36,144,
139,Music Box (Boss 1),Off,,180,
139,Music Box (Boss 1),On,36,180,
139,Music Box (Jungle),Off,,216,
139,Music Box (Jungle),On,36,216,
139,Music Box (Corruption),Off,,252,
139,Music Box (Corruption),On,36,252,
139,Music Box (Underground Corruption),Off,,288,
139,Music Box (Underground Corruption),On,36,288,
139,Music Box (The Hallow),Off,,324,
139,Music Box (The Hallow),On,36,324,
139,Music Box (Boss 2),Off,,360,
139,Music Box (Boss 2),On,36,360,
139,Music Box (Underground Hallow),Off,,396,
139,Music Box (Underground Hallow),On,36,396,
139,Music Box (Boss 3),Off,,432,
139,Music Box (Boss 3),On,36,432,
139,Music Box (Snow),Off,,468,
139,Music Box (Snow),On,36,468,
139,Music Box (Space),Off,,504,
139,Music Box (Space),On,36,504,
139,Music Box (Crimson),Off,,540,
139,Music Box (Crimson),On,36,540,
139,Music Box (Boss 4),Off,,576,
139,Music Box (Boss 4),On,36,576,
139,Music Box (Alt Overworld Day),Off,,612,
139,Music Box (Alt Overworld Day),On,36,612,
139,Music Box (Rain),Off,,648,
139,Music Box (Rain),On,36,648,
139,Music Box (Ice),Off,,684,
139,Music Box (Ice),On,36,684,
139,Music Box (Desert),Off,,720,
139,Music Box (Desert),On,36,720,
139,Music Box (Ocean),Off,,756,
139,Music Box (Ocean),On,36,756,
139,Music Box (Dungeon),Off,,792,
139,Music Box (Dungeon),On,36,792,
139,Music Box (Plantera),Off,,828,
139,Music Box (Plantera),On,36,828,
139,Music Box (Boss 5),Off,,864,
139,Music Box (Boss 5),On,36,864,
139,Music Box (Temple),Off,,900,
139,Music Box (Temple),On,36,900,
139,Music Box (Eclipse),Off,,936,
139,Music Box (Eclipse),On,36,936,
139,Music Box (Mushrooms),Off,,972,
139,Music Box (Mushrooms),On,36,972,
139,Music Box (Pumpkin Moon),Off,,1008,
139,Music Box (Pumpkin Moon),On,36,1008,
139,Music Box (Alt Underground),Off,,1044,
139,Music Box (Alt Underground),On,36,1044,
139,Music Box (Frost Moon),Off,,1080,
139,Music Box (Frost Moon),On,36,1080,
139,Music Box (Underground Crimson),Off,,1116,
139,Music Box (Underground Crimson),On,36,1116,
139,Music Box (Lunar Boss),Off,,1152,
139,Music Box (Lunar Boss),On,36,1152,
139,Music Box (Martian Madness),Off,,1188,
139,Music Box (Martian Madness),On,36,1188,
139,Music Box (Pirate Invasion),Off,,1224,
139,Music Box (Pirate Invasion),On,36,1224,
139,Music Box (Hell),Off,,1260,
139,Music Box (Hell),On,36,1260,
139,Music Box (The Towers),Off,,1296,
139,Music Box (The Towers),On,36,1296,
139,Music Box (Goblin Invasion),Off,,1332,
139,Music Box (Goblin Invasion),On,36,1332,
141,,Single,,,
141,,Multi,,18,
144,,Inactive 1 Second,,,
144,,Active 1 Second,,18,
144,,Inactive 3 Second,18,,
144,,Active 3 Second,18,18,
144,,Inactive 5 Second,36,,
144,,Active 5 Second,36,18,
149,Blue Light,On,,,Bottom
149,Blue Light,On,,18,Top
149,Blue Light,On,,36,Right
149,Blue Light,On,,54,Left
149,Blue Light,Off,54,,Bottom
149,Blue Light,Off,54,18,Top
149,Blue Light,Off,54,36,Right
149,Blue Light,Off,54,54,Left
149,Red Light,On,18,,Bottom
149,Red Light,On,18,18,Top
149,Red Light,On,18,36,Right
149,Red Light,On,18,54,Left
149,Red Light,Off,72,,Bottom
149,Red Light,Off,72,18,Top
149,Red Light,Off,72,36,Right
149,Red Light,Off,72,54,Left
149,Green Light,On,36,,Bottom
149,Green Light,On,36,18,Top
149,Green Light,On,36,36,Right
149,Green Light,On,36,54,Left
149,Green Light,Off,90,,Bottom
149,Green Light,Off,90,18,Top
149,Green Light,Off,90,36,Right
149,Green Light,Off,90,54,Left
165,Default,Default,,,
165,Large Icicle 1,,18,,
165,Large Icicle 2,,36,,
165,Large Icicle 3,,54,,
165,Small Icicle 1,,18,72,
165,Small Icicle 2,,36,72,
165,Small Icicle 3,,54,72,
165,Stalactite 1,,,,
165,Stalactite 2,,,,
165,Stalactite 3,,,,
165,Stalagmite 1,,,,
165,Stalagmite 2,,,,
165,Stalagmite 3,,,,
165,Stalactite/Stalagmite 1,,,,
165,Stalactite/Stalagmite 2,,,,
165,Stalactite/Stalagmite 3,,,,
165,Honey Stalactite/Stalagmite 1,,,,
165,Honey Stalactite/Stalagmite 2,,,,
165,Honey Stalactite/Stalagmite 3,,,,
165,Hallow Stalactite 1,,,,
165,Hallow Stalactite 2,,,,
165,Hallow Stalactite 3,,,,
165,Hallow Stalagmite 1,,,,
165,Hallow Stalagmite 2,,,,
165,Hallow Stalagmite 3,,,,
165,Hallow Stalactite/Stalagmite 1,,,,
165,Hallow Stalactite/Stalagmite 2,,,,
165,Hallow Stalactite/Stalagmite 3,,,,
165,Corrupt Stalactite 1,,,,
165,Corrupt Stalactite 2,,,,
165,Corrupt Stalactite 3,,,,
165,Corrupt Stalagmite 1,,,,
165,Corrupt Stalagmite 2,,,,
165,Corrupt Stalagmite 3,,,,
165,Corrupt Stalactite/Stalagmite 1,,,,
165,Corrupt Stalactite/Stalagmite 2,,,,
165,Corrupt Stalactite/Stalagmite 3,,,,
165,Crimson Stalactite 1,,,,
165,Crimson Stalactite 2,,,,
165,Crimson Stalactite 3,,,,
165,Crimson Stalagmite 1,,,,
165,Crimson Stalagmite 2,,,,
165,Crimson Stalagmite 3,,,,
165,Crimson Stalactite/Stalagmite 1,,,,
165,Crimson Stalactite/Stalagmite 2,,,,
165,Crimson Stalactite/Stalagmite 3,,,,
170,,On,,,
170,,Off,54,,
172,Wooden Sink,,,,
172,Ebonwood Sink,,,38,
172,Rich Mahogany Sink,,,76,
172,Pearlwood Sink,,,114,
172,Bone Sink,,,152,
172,Flesh Sink,,,190,
172,Living Wood Sink,,,228,
172,Skyware Sink,,,266,
172,Shadewood Sink,,,304,
172,Lihzahrd Sink,,,342,
172,Blue Dungeon Sink,,,380,
172,Green Dungeon Sink,,,418,
172,Pink Dungeon Sink,,,456,
172,Obsidian Sink,,,494,
172,Metal Sink,,,532,
172,Glass Sink,,,570,
172,Golden Sink,,,608,
172,Honey Sink,,,646,
172,Steampunk Sink,,,684,
172,Pumpkin Sink,,,722,
172,Spooky Sink,,,760,
172,Frozen Sink,,,798,
172,Dynasty Sink,,,836,
172,Palm Wood Sink,,,874,
172,Mushroom Sink,,,912,
172,Boreal Wood Sink,,,950,
172,Slime Sink,,,988,
172,Cactus Sink,,,1026,
172,Martian Sink,,,1064,
172,Meteorite Sink,,,1102,
172,Granite Sink,,,1140,
172,Marble Sink,,,1178,
172,Crystal Sink,,,1216,
173,,On,,,
173,,Off,36,,
174,,On,,,
174,,Off,18,,
178,Amethyst,Default,,,
178,Topaz,Default,18,,
178,Sapphire,Default,36,,
178,Emerald,Default,54,,
178,Ruby,Default,72,,
178,Diamond,Default,90,,
178,Amber,Default,108,,
184,Default,Default,,,
185,,Small Stone 1,,,
185,,Small Stone 2,18,,
185,,Small Stone 3,36,,
185,,Small Stone 4,54,,
185,,Small Stone 5,72,,
185,,Small Stone 6,90,,
185,,Small Dirt 1,108,,
185,,Small Dirt 2,126,,
185,,Small Dirt 3,144,,
185,,Small Dirt 4,162,,
185,,Small Dirt 5,180,,
185,,Small Dirt 6,198,,
185,,Skull Right,216,,
185,,Skull Down,234,,
185,,Skull Up,252,,
185,,Skull Crushed,270,,
185,,Bone 1,288,,
185,,Bone 2,306,,
185,,Bone 3,324,,
185,,Bone 4,342,,
185,,Gore Skull Up,360,,
185,,Gore Skull Down,378,,
185,,Gore Skull left,396,,
185,,Gore Skull Crushed,414,,
185,,Gore 1,432,,
185,,Gore 2,450,,
185,,Gore 3,468,,
185,,Gore 4,486,,
185,,Broken Tool 1,504,,
185,,Broken Tool 2,522,,
185,,Broken Tool 3,540,,
185,,Broken Tool 4,558,,
185,,Broken Tool 5,576,,
185,,Broken Tool 6,594,,
185,,Broken Tool 7,612,,
185,,Broken Tool 8,630,,
185,,Snowy 1,648,,
185,,Snowy 2,666,,
185,,Snowy 3,684,,
185,,Snowy 4,702,,
185,,Snowy 5,720,,
185,,Snowy 6,738,,
185,,Icy 1,756,,
185,,Icy 2,774,,
185,,Icy 3,792,,
185,,Icy 4,810,,
185,,Icy 5,828,,
185,,Icy 6,846,,
185,,Small Debris 1,864,,
185,,Small Debris 2,882,,
185,,Small Debris 3,900,,
185,,White 1,918,,
185,,White 2,936,,
185,,White 3,954,,
185,,Sandstone 1,972,,
185,,Sandstone 2,990,,
185,,Sandstone 3,1008,,
185,,Sandstone 4,1026,,
185,,Sandstone 5,1044,,
185,,Sandstone 6,1062,,
185,,Granite 1,1080,,
185,,Granite 2,1098,,
185,,Granite 3,1116,,
185,,Granite 4,1134,,
185,,Granite 5,1152,,
185,,Granite 6,1170,,
185,,Marble 1,1188,,
185,,Marble 2,1206,,
185,,Marble 3,1224,,
185,,Marble 4,1242,,
185,,Marble 5,1260,,
185,,Marble 6,1278,,
185,,Stone 1,,18,
185,,Stone 2,18,18,
185,,Stone 3,36,18,
185,,Stone 4,54,18,
185,,Stone 5,72,18,
185,,Stone 6,90,18,
185,,Stone 7,108,18,
185,,Stone 8,126,18,
185,,Stone 9,144,18,
185,,Stone 10,162,18,
185,,Stone 11,180,18,
185,,Stone 12,198,18,
185,,Skull Up Reverse,216,18,
185,,Bone 5,234,18,
185,,Bone 6,252,18,
185,,Bone 7,270,18,
185,,Bone 8,288,18,
185,,Bone 9,306,18,
185,,Bone 10,324,18,
185,,Bone 11,342,18,
185,,Bone 12,360,18,
185,,Bone 13,378,18,
185,,Gore 5,396,18,
185,,Gore Skull Up Reverse,414,18,
185,,Gore 6,432,18,
185,,Gore 7,450,18,
185,,Gore 8,468,18,
185,,Gore 9,486,18,
185,,Gore 10,504,18,
185,,Gore 11,522,18,
185,,Gore 12,540,18,
185,,Gore 13,558,18,
185,,Copper Stash Left,576,18,
185,,Copper Stash Right,594,18,
185,,Sliver Stash Left,612,18,
185,,Silver Stash Right,630,18,
185,,Gold Stash Left,648,18,
185,,Gold Stash Right,666,18,
185,,Amethyst Stash Left,684,18,
185,,Amethyst Stash Right,702,18,
185,,Topaz Stash Left,720,18,
185,,Topaz Stash Right,738,18,
185,,Sapphire Stash Left,756,18,
185,,Sapphire Stash Right,774,18,
185,,Emerald Stash Left,792,18,
185,,Emerald Stash Right,810,18,
185,,Ruby Stash Left,828,18,
185,,Ruby Stash Right,846,18,
185,,Diamond Stash Left,864,18,
185,,Diamond Stash Right,882,18,
185,,Ice Junk 1,900,18,
185,,Ice Junk 2,918,18,
185,,Ice Junk 3,936,18,
185,,Ice Junk 4,954,18,
185,,Ice Junk 5,972,18,
185,,Ice Junk 6,990,18,
185,,Ice Junk 7,1008,18,
185,,Ice Junk 8,1026,18,
185,,Ice Junk 9,1044,18,
185,,Ice Junk 10,1062,18,
185,,Ice Junk 11,1080,18,
185,,Ice Junk 12,1098,18,
185,,Debris 1 Left,1116,18,
185,,Debris 1 Right,1134,18,
185,,Debris 2 Left,1152,18,
185,,Debris 2 Right,1170,18,
185,,Debris 3 Left,1188,18,
185,,Debris 3 Right,1206,18,
185,,Dark 1 Left,1224,18,
185,,Dark 1 Right,1242,18,
185,,Dark 2 Left,1260,18,
185,,Dark 2 Right,1278,18,
185,,Dark 3 Left,1296,18,
185,,Dark 3 Right,1314,18,
185,,Dark 4 Left,1332,18,
185,,Dark 4 Right,1350,18,
185,,Stony Moss 1,1368,18,
185,,Stony Moss 2,1386,18,
185,,Stony Moss 3,1404,18,
185,,Stony Moss 4,1422,18,
185,,Stony Moss 5,1440,18,
185,,Stony Moss 6,1458,18,
185,,Sandstone 1,1476,18,
185,,Sandstone 2,1512,18,
185,,Sandstone 3,1548,18,
185,,Sandstone 4,1584,18,
185,,Sandstone 5,1620,18,
185,,Sandstone 6,1656,18,
185,,Granite 1,1692,18,
185,,Granite 2,1728,18,
185,,Granite 3,1764,18,
185,,Granite 4,1800,18,
185,,Granite 5,1836,18,
185,,Granite 6,1872,18,
185,,Marble 1,,54,
185,,Marble 2,36,54,
185,,Marble 3,72,54,
185,,Marble 4,108,54,
185,,Marble 5,144,54,
185,,Marble 6,180,54,
186,Bones 1,,,,
186,Bones 2,,54,,
186,Bones 3,,108,,
186,Bones 4,,162,,
186,Bones 5,,216,,
186,Bones 6,,270,,
186,Sword Bones,,324,,
186,Rocks 1,,378,,
186,Rocks 2,,432,,
186,Rocks 3,,486,,
186,Rocks 4,,540,,
186,Rocks 5,,594,,
186,Rocks 6,,648,,
186,Rocks 7,,702,,
186,Rocks Pick,,756,,
186,Rocks Sword,,810,,
186,Copper Pile 1,,864,,
186,Copper Pile 2,,918,,
186,Silver Pile 1,,972,,
186,Silver Pile 2,,1026,,
186,Gold Pile 1,,1080,,
186,Gold Pile 2,,1134,,
186,Broken Machine 1,,1188,,
186,Broken Machine 2,,1242,,
186,Broken Chest,,1296,,
186,Broken Candelabra,,1350,,
186,Frozen 1,,1404,,
186,Frozen 2,,1458,,
186,Frozen 3,,1512,,
186,Frozen 4,,1566,,
186,Frozen 5,,1620,,
186,Frozen 6,,1674,,
186,Mushroom 1,,1728,,
186,Mushroom 2,,1782,,
186,Mushroom 3,,1836,,
187,Jungle Stone 1,,,,
187,Jungle Stone 2,,54,,
187,Jungle Stone 3,,108,,
187,Jungle Stone 4,,162,,
187,Jungle Stone 5,,216,,
187,Jungle Stone 6,,270,,
187,Corrupt Stone 1,,324,,
187,Corrupt Stone 2,,378,,
187,Corrupt Stone 3,,432,,
187,Webbed Stone 1,,486,,
187,Webbed Stone 2,,540,,
187,Webbed Stone 3,,594,,
187,Cocoon 1,,648,,
187,Cocoon 2,,702,,
187,Mossy Stone 1,,756,,
187,Mossy Stone 2,,810,,
187,Mossy Stone 3,,864,,
187,Enchanted Sword,,918,,
187,Lihzahrd 1,,972,,
187,Lihzahrd 2,,1026,,
187,Lihzahrd 3,,1080,,
187,Cage 1,,1134,,
187,Cage 2,,1188,,
187,Minecart,,1242,,
187,Cave In,,1296,,
187,Dirt Pile,,1350,,
187,Abandoned Tent,,1404,,
187,Wheelbarrow,,1458,,
187,Peg,,1512,,
187,Sandstone 1,,1566,,
187,Sandstone 2,,1620,,
187,Sandstone 3,,1674,,
187,Sandstone 4,,1728,,
187,Sandstone 5,,1782,,
187,Sandstone 6,,1836,,
187,Granite 1,,,36,
187,Granite 2,,54,36,
187,Granite 3,,108,36,
187,Granite 4,,162,36,
187,Granite 5,,216,36,
187,Granite 6,,270,36,
187,Marble 1,,324,36,
187,Marble 2,,378,36,
187,Marble 3,,432,36,
187,Marble 4,,486,36,
187,Marble 5,,540,36,
187,Marble 6,,594,36,
201,Crimson Grass,Three Blades,,,
201,Crimson Grass,Two Blades,18,,
201,Crimson Grass,Hooked,36,,
201,Crimson Grass,Short,54,,
201,Crimson Grass,Thick 1,72,,
201,Crimson Grass,Fleshy 1,90,,
201,Crimson Grass,Sparse,108,,
201,Crimson Grass,Fleshy 2,126,,
201,Crimson Grass,Thick 2,144,,
201,Crimson Grass,Thick 3,162,,
201,Crimson Grass,Fleshy 3,180,,
201,Crimson Grass,Thick 4,198,,
201,Crimson Grass,Thick 5,216,,
201,Crimson Grass,Thick 6,234,,
201,Crimson Grass,Thick 7,252,,
207,Pure Water Fountain,Off,,,
207,Pure Water Fountain,On,,72,
207,Desert Water Fountain,Off,36,,
207,Desert Water Fountain,On,36,72,
207,Jungle Water Fountain,Off,72,,
207,Jungle Water Fountain,On,72,72,
207,Icy Water Fountain,Off,108,,
207,Icy Water Fountain,On,108,72,
207,Corrupt Water Fountain,Off,144,,
207,Corrupt Water Fountain,On,144,72,
207,Crimson Water Fountain,Off,180,,
207,Crimson Water Fountain,On,180,72,
207,Hallowed Water Fountain,Off,216,,
207,Hallowed Water Fountain,On,216,72,
207,Blood Water Fountain,Off,252,,
207,Blood Water Fountain,On,252,72,
209,Cannon,0 deg Elevation Right,,,
209,Bunny Cannon,0 deg Elevation Right,72,,
209,Confetti Cannon,0 deg Elevation Right,144,,
209,Cannon,22.5 deg Elevation Right,,54,
209,Bunny Cannon,22.5 deg Elevation Right,72,54,
209,Confetti Cannon,22.5 deg Elevation Right,144,54,
209,Cannon,45 deg Elevation Right,,108,
209,Bunny Cannon,45 deg Elevation Right,72,108,
209,Confetti Cannon,45 deg Elevation Right,144,108,
209,Cannon,67.5 deg Elevation Right,,162,
209,Bunny Cannon,67.5 deg Elevation Right,72,162,
209,Confetti Cannon,67.5 deg Elevation Right,144,162,
209,Cannon,90 deg Elevation,,216,
209,Bunny Cannon,90 deg Elevation,72,216,
209,Confetti Cannon,90 deg Elevation,144,216,
209,Cannon,67.5 deg Elevation Left,,270,
209,Bunny Cannon,67.5 deg Elevation Left,72,270,
209,Confetti Cannon,67.5 deg Elevation Left,144,270,
209,Cannon,45 deg Elevation Left,,324,
209,Bunny Cannon,45 deg Elevation Left,72,324,
209,Confetti Cannon,45 deg Elevation Left,144,324,
209,Cannon,22.5 deg Elevation Left,,378,
209,Bunny Cannon,22.5 deg Elevation Left,72,378,
209,Confetti Cannon,22.5 deg Elevation Left,144,378,
209,Cannon,0 deg Elevation Left,,432,
209,Bunny Cannon,0 deg Elevation Left,72,432,
209,Confetti Cannon,0 deg Elevation Left,144,432,
212,,,,,Left
212,,,54,,Right
215,Campfire,Lit,,,
215,Campfire,Unlit,,288,
215,Cursed Campfire,Lit,54,,
215,Cursed Campfire,Unlit,54,288,
215,Demon Campfire,Lit,108,,
215,Demon Campfire,Unlit,108,288,
215,Frozen Campfire,Lit,162,,
215,Frozen Campfire,Unlit,162,288,
215,Ichor Campfire,Lit,216,,
215,Ichor Campfire,Unlit,216,288,
215,Rainbow Campfire,Lit,270,,
215,Rainbow Campfire,Unlit,270,288,
216,Rocket,Red Rocket,,,
216,Rocket,Green Rocket,,40,
216,Rocket,Blue Rocket,,80,
216,Rocket,Yellow Rocket,,120,
227,Dye Plant,Teal Mushroom,,,
227,Dye Plant,Green Mushroom,34,,
227,Dye Plant,Sky Blue Flower,68,,
227,Dye Plant,Yellow Marigold,102,,
227,Dye Plant,Blue Berries,136,,
227,Dye Plant,Lime Kelp,170,,
227,Dye Plant,Pink Prickly Pear,204,,
227,Dye Plant,Orange Bloodroot,238,,
227,Dye Plant,Strange Plant 1,272,,
227,Dye Plant,Strange Plant 2,306,,
227,Dye Plant,Strange Plant 3,340,,
227,Dye Plant,Strange Plant 4,374,,
233,Default,Default,,,
236,Default,Default,,,
236,Life Fruit,Default,36,,
239,Metal Bar,Copper Bar,,,
239,Metal Bar,Tin Bar,18,,
239,Metal Bar,Iron Bar,36,,
239,Metal Bar,Lead Bar,54,,
239,Metal Bar,Silver Bar,72,,
239,Metal Bar,Tungsten Bar,90,,
239,Metal Bar,Gold Bar,108,,
239,Metal Bar,Platinum Bar,126,,
239,Metal Bar,Demonite Bar,144,,
239,Metal Bar,Meteorite Bar,162,,
239,Metal Bar,Hellstone Bar,180,,
239,Metal Bar,Cobalt Bar,198,,
239,Metal Bar,Palladium Bar,216,,
239,Metal Bar,Mythril Bar,234,,
239,Metal Bar,Orichalcum Bar,252,,
239,Metal Bar,Adamantite Bar,270,,
239,Metal Bar,Titanium Bar,288,,
239,Metal Bar,Chlorophyte Bar,306,,
239,Metal Bar,Hallowed Bar,324,,
239,Metal Bar,Crimtane Bar,342,,
239,Metal Bar,Shroomite Bar,360,,
239,Metal Bar,Spectre Bar,378,,
239,Metal Bar,Luminite Bar,396,,
240,Boss Trophy,Eye of Cthulhu,,,
240,Boss Trophy,Eater of Worlds,54,,
240,Boss Trophy,Brain of Cthulhu,108,,
240,Boss Trophy,Skeletron,162,,
240,Boss Trophy,Queen Bee,216,,
240,Boss Trophy,Wall of Flesh,270,,
240,Boss Trophy,Destroyer,324,,
